,trainloss,Testloss
0,3.422339377867219e-05,0.0002016023827843641
1,0.006897586320644945,0.0019260010618895283
2,3.4134990214137204e-05,0.0002011927696720114
3,3.420057502763206e-05,0.00022254325897721311
4,3.412265366677203e-05,0.00020689959646444443
5,3.41059534937784e-05,0.00021244019924332731
6,3.407326501494575e-05,0.00021170338879291037
7,3.3962191888218325e-05,0.00020877535123512862
8,3.377104708218784e-05,0.00020348603557849833
9,3.3727750858133784e-05,0.00020153480571609374
10,3.371648962658395e-05,0.00020148095440419153
11,3.371054766441471e-05,0.0002018620010165818
12,3.3705033096925296e-05,0.00020226714656426735
13,3.369645874627762e-05,0.0002026940193397415
14,3.368620329692034e-05,0.00020293536179542409
15,3.368062050571426e-05,0.00020270110877090722
16,3.3677252375593164e-05,0.00020228812885976803
17,3.367523752955673e-05,0.00020199233058356485
18,3.3673454149986675e-05,0.00020179947898909035
19,3.367220936406565e-05,0.0002017736672376885
20,3.367108373294246e-05,0.00020182847311713708
21,3.366955569659094e-05,0.00020188749214819425
22,3.366733766954331e-05,0.0002018678245721764
23,3.366510872918057e-05,0.00020170012478824842
24,3.366361938180268e-05,0.00020147799250182214
25,3.366252382883702e-05,0.0002013073197488142
26,3.3660732413841164e-05,0.00020110746449303294
27,3.36576660134504e-05,0.00020088501613450228
28,3.365219649203068e-05,0.00020060837768019272
29,3.364227593199445e-05,0.00020022494706431444
30,3.362442930972493e-05,0.00019965783742772962
31,3.359444944990411e-05,0.00019877454776698122
32,3.355870696052955e-05,0.00019761228565475598
33,3.354542211520549e-05,0.00019772230077791579
34,3.353907764711074e-05,0.0001979346205862263
35,3.3539025352772845e-05,0.00019802926519957311
36,3.3539438514998895e-05,0.0001981269753408999
37,3.353967223638928e-05,0.00019817719665769128
38,3.353982710837367e-05,0.00019822587287338068
39,3.3539613264048185e-05,0.00019824292033661774
40,3.353878907581166e-05,0.00019819963193979786
41,3.353780407316113e-05,0.000198106840505443
42,3.35371491545348e-05,0.00019803773674365176
43,3.353715174461514e-05,0.00019803921046508636
44,3.353708347357287e-05,0.00019803073514926834
45,3.353703155231284e-05,0.00019802389828586325
46,3.3536934626175714e-05,0.00019800636634403082
47,3.3536765619465015e-05,0.00019796832859858668
48,3.353645648200094e-05,0.00019788650726705376
49,3.353588791372582e-05,0.0001977139942434858
50,3.353484545169751e-05,0.0001973551583440494
51,3.3532957388733196e-05,0.0001966205502509935
52,3.352960291928531e-05,0.00019517093419767366
53,3.352515818496653e-05,0.00019323516585466782
54,3.3519382002472686e-05,0.00019085597990729872
55,3.351011820074742e-05,0.00018723530475330468
56,3.3506958168740986e-05,0.00018613377036292718
57,3.3506596198252565e-05,0.00018604127590269006
58,3.3506552826784046e-05,0.00018604173738407802
59,3.350662922977565e-05,0.00018605391945539188
60,3.350641650871287e-05,0.00018594201449847802
61,3.350509418032261e-05,0.00018546020477313882
62,3.3501329052438146e-05,0.0001842095792358835
63,3.349372229762129e-05,0.00018174555571822014
64,3.348699315492957e-05,0.0001796945519604061
65,3.348344189396445e-05,0.00017876602797446534
66,3.3482451345942495e-05,0.0001786093113935609
67,3.348136382611008e-05,0.000178462089026219
68,3.347979732700757e-05,0.0001781683056363478
69,3.347728493523242e-05,0.0001775574788215608
70,3.3473144027513104e-05,0.00017631822154407222
71,3.3467425323238695e-05,0.00017414359506139732
72,3.346588132791051e-05,0.00017329477652170972
73,3.3465980729352986e-05,0.00017303984657831602
74,3.34663091083342e-05,0.00017311570404019962
75,3.346639340985884e-05,0.00017313671669210307
76,3.346643122979297e-05,0.00017313349443543103
77,3.3466405057087285e-05,0.00017309941807818805
78,3.346631489595302e-05,0.00017303568379433424
79,3.346615776353323e-05,0.0001729416224945295
80,3.3465921804330627e-05,0.00017281376391250607
81,3.3465586519394364e-05,0.00017264908475112683
82,3.346512738729946e-05,0.00017245564087171351
83,3.346453222953736e-05,0.00017228593584069153
84,3.3463850795074225e-05,0.00017233859691166012
85,3.34633330579169e-05,0.00017323808796873308
86,3.346362785465617e-05,0.00017565055477014168
87,3.34648504777915e-05,0.00017855147013984388
88,3.346610391015693e-05,0.0001798173933358547
89,3.3466512401015065e-05,0.00017964432056309716
90,3.346668369779976e-05,0.00017934085988881938
91,3.346683179528721e-05,0.00017902217552912773
92,3.346699062203068e-05,0.00017870697901804214
93,3.346718472973864e-05,0.00017839611794096127
94,3.3467446375089205e-05,0.0001781335701110825
95,3.346783562672271e-05,0.00017807683253914138
96,3.3468482856147934e-05,0.00017865833951055386
97,3.3469676684839416e-05,0.00018092215246127616
98,3.346221926158744e-05,0.00017896621965870387
99,3.345638997342455e-05,0.00017797682940705355
100,3.344977668505463e-05,0.00017454287104093951
101,3.3450408349862117e-05,0.0001749855292574643
102,3.3450825465758396e-05,0.00017500019779460968
103,3.345094665152387e-05,0.00017505162860922304
104,3.345106697240324e-05,0.0001751035517155524
105,3.3451554134194614e-05,0.00017531200614206193
106,3.345211533548634e-05,0.00017556614957623624
107,3.345253721909066e-05,0.00017579161546295706
108,3.3452783372993147e-05,0.00017600014084080952
109,3.3452691503556745e-05,0.00017617904903776202
110,3.345178372088822e-05,0.0001762434100093473
111,3.344874972430951e-05,0.00017587490039934966
112,3.344634830542569e-05,0.00017527104535082125
113,3.344423931776022e-05,0.0001745421050334493
114,3.344401067771022e-05,0.00017438159494149498
115,3.344407081267909e-05,0.00017437693642370668
116,3.3444089150216953e-05,0.00017437979192300022
117,3.3444108360758246e-05,0.00017438305722606597
118,3.344413251969472e-05,0.000174387448909732
119,3.34441665681975e-05,0.0001743941361502498
120,3.3444217825527e-05,0.00017440505513858365
121,3.344429825680421e-05,0.00017442368387153315
122,3.344442681251168e-05,0.00017445621338094434
123,3.3444631680767095e-05,0.00017451339580164374
124,3.3444944334838544e-05,0.00017461152721697589
125,3.3445372664463635e-05,0.00017476788276238691
126,3.3445894218046265e-05,0.00017499738180478888
127,3.344652799707645e-05,0.00017533714227563335
128,3.344734871920297e-05,0.00017587027214745237
129,3.344846443422778e-05,0.00017674896439673354
130,3.344997031659128e-05,0.00017823254602605291
131,3.345086586549156e-05,0.00017966955286222316
132,3.345038452596627e-05,0.0001799685779243989
133,3.344944206059955e-05,0.0001796835360530206
134,3.34491372432714e-05,0.0001794890521279337
135,3.344904699665701e-05,0.00017941503511643275
136,3.344896206400457e-05,0.00017934164639689225
137,3.344886980988978e-05,0.00017926014318753934
138,3.344876022904571e-05,0.00017916091021757857
139,3.344862495937267e-05,0.0001790340879411194
140,3.344846053207684e-05,0.000178871286023944
141,3.3448280901775895e-05,0.00017867392364228837
142,3.344815478562887e-05,0.00017848158464658624
143,3.344830390063546e-05,0.0001784545103791775
144,3.344901848725597e-05,0.00017888489482888236
145,3.345058890317266e-05,0.00018001061207885557
146,3.345217631398672e-05,0.00018123601052171608
147,3.3452703011038636e-05,0.00018169151788262152
148,3.3452686319607046e-05,0.00018170192122347954
149,3.3452657096059494e-05,0.0001816841135693531
150,3.345262495160659e-05,0.00018166277923277154
151,3.3452587406447706e-05,0.0001816359648679219
152,3.3452539299911895e-05,0.00018159859806942967
153,3.345247410841693e-05,0.00018154275321303307
154,3.34523834578774e-05,0.00018145547840015978
155,3.345225795303689e-05,0.00018131562097534952
156,3.345209230696732e-05,0.0001810906471492997
157,3.345190037525426e-05,0.00018073732235607994
158,3.3451741923140215e-05,0.0001802143922666804
159,3.3451733146194784e-05,0.00017948916185610742
160,3.345204208770842e-05,0.00017849364818641768
161,3.345296531200318e-05,0.00017708212139179352
162,3.3455118103760655e-05,0.00017503318578810867
163,3.345980154072429e-05,0.00017218216316252096
164,3.34626844214749e-05,0.00017160554694600194
165,3.3464048154361565e-05,0.00017233738250529876
166,3.346381508578106e-05,0.00017291569123818984
167,3.346365469325456e-05,0.0001730447790283668
168,3.346363190918912e-05,0.00017305447100425276
169,3.346360749745991e-05,0.00017306447370134026
170,3.346357860127788e-05,0.00017307667923461702
171,3.346353952530045e-05,0.00017309387511630698
172,3.3463483785938205e-05,0.0001731196185488746
173,3.346340192983034e-05,0.00017315969902439695
174,3.346328270824297e-05,0.0001732227133274842
175,3.346312109083299e-05,0.00017331878878493255
176,3.346296384633864e-05,0.00017344016223821052
177,3.346297187951842e-05,0.0001734972824353796
178,3.346322000633337e-05,0.00017347847694841086
179,3.346351437222195e-05,0.00017338384988860425
180,3.346364405634337e-05,0.00017332222052417494
181,3.346365690737224e-05,0.00017331135350430118
