,trainloss,Testloss
0,0.03777217558541319,0.0022309463531320593
1,0.03429124870571761,0.0022103713936768767
2,0.022884510630036718,0.002558138341689668
3,0.011430954888513204,0.005682342029781338
4,0.011297669430056723,0.005753780510064422
5,0.011047190595951589,0.0056977687247071265
6,0.01057979596182496,0.005464473440545494
7,0.009742754591924741,0.00498540609136588
8,0.00842418325170707,0.004497029141505435
9,0.007393178154221558,0.005218503546189568
10,0.0070521700387747265,0.005541256683530469
11,0.006695915783482584,0.005508525070511503
12,0.006544687574394168,0.005195913300163981
13,0.006308020815804108,0.004803172887133119
14,0.005984888310118426,0.0046421470900308
15,0.005747307266111613,0.005059701044545615
16,0.005642281294285621,0.005686812341467739
17,0.005610818214363314,0.005966718768765752
18,0.005576164941070366,0.006115893031696179
19,0.005516579686694671,0.006198534947873237
20,0.005412610516871096,0.006130280158685743
21,0.00524105540583921,0.005880251650113268
22,0.005016639616403271,0.005421688846894027
23,0.004932999736644471,0.005183973738886809
24,0.004898511764065519,0.004961787772830017
25,0.0048948179063617045,0.0048867746831708124
26,0.004893438342422654,0.0048630738708854235
27,0.00489097974533167,0.004838760588583507
28,0.00488645311867086,0.004808837666847218
29,0.004878049941246538,0.004767230677633834
30,0.004862544771536776,0.004704889479275143
31,0.004834480479376365,0.0046075992276022135
32,0.004785563662544771,0.004453743549373771
33,0.004706409194002479,0.004214981862276767
34,0.004601687163712368,0.003894821424474484
35,0.004509133365429743,0.003806848058228088
36,0.004386105105334377,0.003902896236440222
37,0.004362865835640812,0.003989020169180379
38,0.004358157134758104,0.00404046313523874
39,0.004351514666313885,0.00408081377776739
40,0.004345563842693347,0.004108931473630884
41,0.004336419455867222,0.004109703916443974
42,0.00432001453854942,0.004099384530324632
43,0.004289541399461209,0.004077822786736732
44,0.00423254650386097,0.004037973675942718
45,0.004128155552994941,0.003964954637540218
46,0.0039574661008560715,0.0038316572223075856
47,0.003809297815801741,0.003598884518941119
48,0.00374233874151783,0.003434012188764593
49,0.0036247989415635396,0.0032916512454275837
50,0.0034377086517100863,0.003112803568288574
51,0.003303704781540964,0.002755443973728782
52,0.0031329504570742402,0.0026938325799791395
53,0.0030822711199710463,0.0024750663300246935
54,0.003061071745669767,0.002526063704349909
55,0.0030531764641844156,0.0024933755347028067
56,0.0030494047819499327,0.00245468186048245
57,0.0030444220252457375,0.0024402162469865235
58,0.0030346660544024813,0.002418724080955232
59,0.003003012035030736,0.0023337594686355712
60,0.0029426745280074673,0.0021944239212434353
61,0.0028436192028439425,0.002110030579809834
62,0.0026668236175229104,0.0019741785076728556
63,0.002406062377510137,0.0019622015432130373
64,367.49282126002043,0.001786347176095341
65,0.0024472131856190715,0.001777231081168485
66,0.0023446040258900255,0.0018850302971741286
67,0.0022339943233131913,0.0018285678327769966
68,0.0020440764722845436,0.001782755226996782
69,0.0018890215412048804,0.0018521092818057465
70,0.0019200608271810198,0.0019987728373039586
71,0.0018562080401337212,0.001904261494310014
72,0.001846840797821295,0.0019084379482711767
73,0.001843533822589886,0.0019306463876013669
74,0.001838509173039375,0.0019549567509382676
75,0.0018330467217510583,0.0019656806807289698
76,0.0018245849828210708,0.001953920054752432
77,0.0018104978970976296,0.0019101071288875602
78,0.0017859955393353946,0.0018252035522701333
79,0.0017405116191685967,0.001684116007988774
80,0.0016574466326151852,0.0014541642475628823
81,0.0017900378137091957,0.0010864665892003718
82,0.001613362550067137,0.001310489877043435
83,0.0015475665534547519,0.0012086206865980157
